REGION,DISTRICT,SUBDIS,GHS_SUBDIS,LOCALITY,FACILITY,GHS_FACILITY,TYPE,OWNERSHIP,LATITUDE,LONGITUDE,Area,Region_202,Region_201,Code,Anemia
Northern,Sagnerigu,Kamina,,Jisonayili,Abdullah Mohammad Rabiu,,,,9.454145,-0.85622,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Choggu,Malshegu,Sognayili,Abu Gausu Memorial Medical Consult,Marshal Medical Center,Clinic,Private,9.450201,-0.874965,26524,Northern,Northern,"12",48.4
Northern,Savelugu,Moglaa,,Moglaa,Adam Abdul Malik,,,,9.593762,-0.870423,26524,Northern,Northern,"12",48.4
Northern,Karaga,Nyong,,Tamaligu,Adam Muaz,,,,9.8474,-0.735463,26524,Northern,Northern,"12",48.4
Northern,Yendi,Adibo,Adibo,Adibo,Adibo Health  Centre,Adibo Health Centre,Health Centre,Government,9.30715,0.01632,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Bimbilla,,Bimbilla,Afa Ibrahim Mosque,,,,8.865109,0.065463,26524,Northern,Northern,"12",48.4
Northern,Yendi,Yendi Central,,Yendi,Afa Musar,,,,9.432869,-0.015323,26524,Northern,Northern,"12",48.4
Northern,Mion,Sambu,,Sambu,Afa Nuhu,,,,9.413145,-0.117437,26524,Northern,Northern,"12",48.4
Northern,Tolon,Tolon,,Tolon,Afrimed Clinc,,,,9.419166,-1.068316,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Kpatinga,,Kpatinga,Airs Indoors,,,,9.766874,-0.267672,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Bilpeila,Bilpeila,Datoyili,Al-Shifaa Hospital,Al-Shifaa Hospital,Clinic,Private,9.3388,-0.915994,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Napkpayili,Bimbilla,Bimbilla,Alaafie Clinic Store Room,Alaafie Hospital,Hospital,Private,8.871639,0.035873,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Bimbilla,Bimbilla,Bimbilla,Alaafie Medical Centre,Alaafie Hospital,Hospital,Private,8.868847,0.052578,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Nyohini,,Nyarizee,Alabaster Project,,,,9.403322,-0.908859,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Taha,,Gumani,Alhaj Kushibu Malams Centre,,,,9.440882,-0.843604,26524,Northern,Northern,"12",48.4
Northern,Karaga,Karaga,,Karaga,Alhassan   Mohammed    Farouk,,,,9.914959,-0.429777,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Wulensi,,Tampoaya,Alhassan Abass,,,,8.605714,0.039141,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Voggu,,Tibung,Alhassan Kelan,,,,9.570163,-1.067386,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Gupanerigu,,Jaajirigu,Alhassan Yakubu,,,,9.512317,-0.994055,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Tamale Central,Bilpeila,Kakpayili,Amat-Zak Memorial Maternity Home,Deha Maternity Home,Maternity Home,Private,9.366897,-0.844075,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Kpatinga,,Kpatinga,Amina Yili,,,,9.773223,-0.27362,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Taha,,Sakasaka,Amoro Justin Atanga,,,,9.431698,-0.829571,26524,Northern,Northern,"12",48.4
Northern,Yendi,Ngani,,Yareni,Arimiyaw Sayibu,,,,9.356485,0.197246,26524,Northern,Northern,"12",48.4
Northern,Saboba,Saboba,,Saboba,Arnold  Janssen Opticals New Look,,,,9.705002,0.316675,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Nyohini,Bilpeila,Kulnyevilla,As-Salam Maternity Home,Deha Maternity Home,Maternity Home,Private,9.401374,-0.886864,26524,Northern,Northern,"12",48.4
Northern,Tamale Central,Tamale Central,,Aboabo,Aseda Ultrasound Diagonostic Centre,,,,9.405366,-0.837976,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Napkpayili,,Kukuo,Atchulo Musah,,,,8.848389,0.155349,26524,Northern,Northern,"12",48.4
Northern,Kpandai,Kayereso,,Sika Akura No.2,Ativor Brother,,,,8.165675,-0.404593,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Gbullung,,Gbulung,Ayariga Moro Jutta,,,,9.483037,-1.011006,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Kamina,,Jisonayili,Azara Tanpulima,,,,9.453494,-0.865757,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Kamina,Taha,Kanvilli,B C I School,Community Health Nurses Training School CHPS,Community Health Planning Services (CHPS) Compound,Government,9.451882,-0.844541,26524,Northern,Northern,"12",48.4
Northern,Tamale Central,Vitting,Tamale Central,Tua,B.A Fuseini Memorial Hospital,Reverend Tryers Memorial Clinic,Clinic,Private,9.383973,-0.814537,26524,Northern,Northern,"12",48.4
Northern,Tamale Central,Tamale Central,,Chengli,Baako Yili,,,,9.396452,-0.837186,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Sagnarigu,Sagnarigu,Education Ridge,Bagabaga Health Centre,Bagabaga College of Education CHPS,Community Health Planning Services (CHPS) Compound,Government,9.421995,-0.868706,26524,Northern,Northern,"12",48.4
Northern,Karaga,Zandua,Zandua,Bagli,Bagli Chps Compound,Bagli CHPS,Community Health Planning Services (CHPS) Compound,Government,10.203051,-0.362412,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Lanja,Lanja,Bakpaba,Bakpaba Health Centre,Bikpaba CHPS,Community Health Planning Services (CHPS) Compound,Government,9.17765,0.017301,26524,Northern,Northern,"12",48.4
Northern,Saboba,Wapuli,Natagu,Bakundiba,Bakundiba Facility,Bakundiba CHPS,Community Health Planning Services (CHPS) Compound,Government,9.770303,0.114932,26524,Northern,Northern,"12",48.4
Northern,Tamale Central,Tamale Central,,Dohinaayili,Bamvum Limam Yili,,,,9.394115,-0.828696,26524,Northern,Northern,"12",48.4
Northern,Kpandai,Kumdi,Kumdi,Bakamba,Bankamba  Chips,Bakamba CHPS,Community Health Planning Services (CHPS) Compound,Government,8.422854,-0.212357,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Bilpeila,Bilpeila,Banvim,Banvim Chips Compound,Banvim CHPS,Community Health Planning Services (CHPS) Compound,Government,9.363696,-0.834897,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Bilpeila,,Dohini,Basic Needs Ghana,,,,9.366837,-0.87881,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Nyohini,,Dungu,Bateika Specialist Eye Clinic,,,,9.377133,-0.882633,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Tamale Central,Bilpeila,Bilpeila,Bilpela Health Centre,Bilpela Health Centre,Health Centre,Government,9.389211,-0.842112,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Bimbilla,Bimbilla,Bimbilla,Bimbilla Hospital,Bimbilla  Municipal Hospital,Municipal Hospital,Government,8.858105,0.054998,26524,Northern,Northern,"12",48.4
Northern,Saboba,Kpalba,,Bichankiyado,Binchankiyado Chps Compound,,,,9.457054,0.200786,26524,Northern,Northern,"12",48.4
Northern,Karaga,Komoayili,Komoayili,Binduli,Binduli Methodist Urinal,Binduli CHPS,Community Health Planning Services (CHPS) Compound,Government,9.886988,-0.435293,26524,Northern,Northern,"12",48.4
Northern,Karaga,Sandua,Sandua,Binkonaloli(Binkoli),Binkonaloli Chips,Binkonaloli CHPS,Community Health Planning Services (CHPS) Compound,Government,10.223616,-0.186594,26524,Northern,Northern,"12",48.4
Northern,Kpandai,Kabonwule,Kabonwule,Bladjai,Bladjai Ep Clinic,Bladjai EP Clinic,Clinic,Christian Health Association of Ghana (CHAG),8.375227,0.107438,26524,Northern,Northern,"12",48.4
Northern,Mion,Kpabia,Kpabia,Bofoyili,Bofoyili  Chps-,Bofoyili CHPS,Community Health Planning Services (CHPS) Compound,Government,9.185319,-0.062027,26524,Northern,Northern,"12",48.4
Northern,Saboba,Wapuli,Wapuli,Borgbaln,Borgbaln  Weighing  Centre,Borgban CHPS,Community Health Planning Services (CHPS) Compound,Government,9.631003,0.113645,26524,Northern,Northern,"12",48.4
Northern,Saboba,Wapuli,Wapuli,Borgbaln,Borgbaln Chps Compound,Borgban CHPS,Community Health Planning Services (CHPS) Compound,Government,9.630828,0.11417,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Gupanerigu,Gbullung,Bogunayili,Bugnaayili Tizaa Chps,Gizaa CHPS,Community Health Planning Services (CHPS) Compound,Government,9.465081,-0.933121,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Choggu,Taha,Choggu Manayili,Bugubeni Day School,Community Health Nurses Training School CHPS,Community Health Planning Services (CHPS) Compound,Government,9.436979,-0.854172,26524,Northern,Northern,"12",48.4
Northern,Tatale,Tatale,Kandin,Blukpani (Blukpali),Bulkpali Chps Compound,Lakpali CHPS,Community Health Planning Services (CHPS) Compound,Government,9.244361,0.467102,26524,Northern,Northern,"12",48.4
Northern,Savelugu,Savelugu,Savelugu,Bunglung,Bunlung Chps Compound,Bunglung CHPS,Community Health Planning Services (CHPS) Compound,Government,9.60082,-0.800835,26524,Northern,Northern,"12",48.4
Northern,Savelugu,Savelugu,,Savelugu,Buntanga,,,,9.612626,-0.829815,26524,Northern,Northern,"12",48.4
Northern,Kpandai,Kpandai,Kpandai,Nchaponi,Buya Health Centre,Buya Health Centre,Health Centre,Government,8.367549,-0.056537,26524,Northern,Northern,"12",48.4
Northern,Yendi,Sambu,,Bachabodo,Catholic Clinic,,,,9.369167,-0.157442,26524,Northern,Northern,"12",48.4
Northern,Savelugu,Pong Tamale,,Pong Tamale,Central Market  Clinic,,,,9.690566,-0.830384,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Chamba,Chamba,Chamba,Chamba Health Centre,Chamba Health Centre,Health Centre,Government,8.696269,-0.134663,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Nabuli,,Kumbom(Champong Yili),Champong Yili Chips Compound,,,,10.266059,-0.080247,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Lungni,Lungni,Chando,Chando  Health  Centre,Chando CHPS,Community Health Planning Services (CHPS) Compound,Government,8.551279,-0.076801,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Gupanerigu,Gupanerigu,Cheshegu,Cheshegu Chips Compound,Cheshegu CHPS,Community Health Planning Services (CHPS) Compound,Government,9.454577,-0.955344,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Gbullung,Gbullung,Cheyohe No2 (Yepalsi),Cheyohi Chps,Cheyoli CHPS,Community Health Planning Services (CHPS) Compound,Government,9.438966,-0.987957,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Wulensi,,Gimam,Chib Compound,,,,8.593404,0.100047,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Sagnarigu,,Sagnerigu,Chief,,,,9.410189,-0.868146,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Egambo,,Natinga,Chief Compow Natinga Opposite The Woribogu Road,,,,8.819635,0.32021,26524,Northern,Northern,"12",48.4
Northern,Savelugu,Diare,,Dipale,Chife Compound,,,,9.799223,-0.939079,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Gupanerigu,,Bagurugu,Chip  Compound,,,,9.54425,-0.998238,26524,Northern,Northern,"12",48.4
Northern,Zabzugu,Kukpaligu,,Kuntumbi,Chip Company Kumtumbiyili,,,,9.191412,0.387787,26524,Northern,Northern,"12",48.4
Northern,Savelugu,Diare,,Dinga,Chips Compoind,,,,9.871876,-0.952727,26524,Northern,Northern,"12",48.4
Northern,Kpandai,Kumdi,,Tenglento Brodeani,Chips Compound,,,,8.465881,-0.146669,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Gbungbaliga,,Juale(Jolli),Chips Compound,,,,8.68327,0.127325,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Lanja,,Bakpaba,Chips Compound,,,,9.20666,0.020482,26524,Northern,Northern,"12",48.4
Northern,Saboba,Natagu,,New Zegbeli,Chips Compound,,,,9.888495,0.151245,26524,Northern,Northern,"12",48.4
Northern,Mion,Jimle,,Cheogu,Chips Compound,,,,9.344848,-0.432897,26524,Northern,Northern,"12",48.4
Northern,Nanton,Nanton,,Guntingli,Chips Compound,,,,9.5025,-0.700081,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Malshegu,,Maleshegu,Chips Compound,,,,9.485564,-0.881514,26524,Northern,Northern,"12",48.4
Northern,Tolon,Wantugu,,Gundaa,Chips Compound,,,,9.597029,-1.200192,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Voggu,,Voggu,Chips Compound,,,,9.535586,-1.035213,26524,Northern,Northern,"12",48.4
Northern,Savelugu,Pong Tamale,,Batoyili (Kundanali),Chips Compound,,,,9.684596,-0.972494,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Katani,,Nawuhugu,Chips Compound,,,,10.072787,-0.087498,26524,Northern,Northern,"12",48.4
Northern,Tatale,Sangbaa,,Kubalin,Chips Compound Kubalim,,,,8.929867,0.431453,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Vitting,,Kotingli,Chips Compounds,,,,9.340294,-0.79233,26524,Northern,Northern,"12",48.4
Northern,Tolon,Kpendua,Kpendua,Chirifoyili,Chirifoyili Chip Compound,Chirifoyili CHPS,Community Health Planning Services (CHPS) Compound,Government,9.48174,-1.133923,26524,Northern,Northern,"12",48.4
Northern,Saboba,Saboba,,N-Nalog,Chp Compound  Quarters,,,,9.633688,0.248344,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Gbungbaliga,,Gunguni,Chps  Compound,,,,8.791831,0.150535,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Bimbilla,,Bimbilla,Chps Compound,,,,8.861419,0.05963,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Bincheratanga,,Nakpa-Gbeini,Chps Compound,,,,9.031013,-0.156922,26524,Northern,Northern,"12",48.4
Northern,Zabzugu,Kukpaligu,,Old Gor (Gortani),Chps Compound,,,,9.075419,0.269643,26524,Northern,Northern,"12",48.4
Northern,Zabzugu,Kukpaligu,,Natindo Gor-Kukani,Chps Compound,,,,9.144423,0.311549,26524,Northern,Northern,"12",48.4
Northern,Tatale,Nahuyili,,Korhiyili,Chps Compound,,,,9.350801,0.399122,26524,Northern,Northern,"12",48.4
Northern,Tatale,Sanguli,,Sanguyili,Chps Compound,,,,9.456175,0.48034,26524,Northern,Northern,"12",48.4
Northern,Saboba,Kpalba,,Demong,Chps Compound,,,,9.492494,0.199908,26524,Northern,Northern,"12",48.4
Northern,Saboba,Wapuli,,Gbenjag,Chps Compound,,,,9.712165,0.161768,26524,Northern,Northern,"12",48.4
Northern,Saboba,Wapuli,,Saboba,Chps Compound,,,,9.764442,0.090582,26524,Northern,Northern,"12",48.4
Northern,Saboba,Gbangbanpong,,Bukob,Chps Compound,,,,9.843529,0.274177,26524,Northern,Northern,"12",48.4
Northern,Yendi,Bumbong,,Krochido Nkwanta,Chps Compound,,,,9.58848,-0.04252,26524,Northern,Northern,"12",48.4
Northern,Yendi,Bumbong,,Oseido,Chps Compound,,,,9.632297,-0.105681,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Nyohini,,Nyolugu,Chps Compound,,,,9.394276,-0.871797,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Vitting,,Tua,Chps Compound,,,,9.365755,-0.797743,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Garizegu,,Kpunjinga(Kpinjinga),Chps Compound,,,,9.424498,-0.945772,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Malshegu,,Dungu,Chps Compound,,,,9.492731,-0.841397,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Malshegu,,Tampe Kukuo,Chps Compound,,,,9.475571,-0.886934,26524,Northern,Northern,"12",48.4
Northern,Tolon,Kpendua,,Tali,Chps Compound,,,,9.443059,-1.111581,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Dalun,,Zangbalung,Chps Compound,,,,9.56201,-0.970593,26524,Northern,Northern,"12",48.4
Northern,Karaga,Zandua,,Kpalsong,Chps Compound,,,,10.234928,-0.480886,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Gushiegu,,Yeshie,Chps Compound,,,,9.831084,-0.186133,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Gushiegu,,Bogu,Chps Compound,,,,10.017202,-0.22384,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Chamba,,Sogon No.1,Chps Compound Sogon No.1,,,,8.664848,-0.207692,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Gupanerigu,,Bogunayili,Chps Compound Structure,,,,9.465049,-0.933111,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Galwei,,Kpanesheei,"Chps Compound,Kpanashei",,,,9.543364,-0.433414,26524,Northern,Northern,"12",48.4
Northern,Yendi,Yendi Central,Yendi Central,Yendi,Church Of Christ,Yendi Church Of Christ Clinic,Clinic,Christian Health Association of Ghana (CHAG),9.462827,-0.008809,26524,Northern,Northern,"12",48.4
Northern,Tamale Central,Tamale Central,,Zogbeli,Clare Lens Diagnostic Laboratory,,,,9.401764,-0.851457,26524,Northern,Northern,"12",48.4
Northern,Zabzugu,Kukpaligu,,Kukuokpang No.1,Clinic,,,,9.076753,0.328864,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Bilpeila,,Adubiyili,Clinic,,,,9.323199,-0.943193,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Malshegu,Choggu,Dungu,Clinic,St Lucy Polyclinic,Polyclinic,Christian Health Association of Ghana (CHAG),9.483036,-0.837985,26524,Northern,Northern,"12",48.4
Northern,Savelugu,Savelugu,,Savelugu,Clinic,,,,9.613171,-0.82879,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Gushiegu,,Damankung,Clinic,,,,9.871707,-0.01337,26524,Northern,Northern,"12",48.4
Northern,Kpandai,Sabonjida,,Wiae,Clinic  Quarter,,,,8.322888,-0.155884,26524,Northern,Northern,"12",48.4
Northern,Saboba,Kpalba,,Namongbani,Community,,,,9.439494,0.197297,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Bilpeila,,Banvim,Community  Property,,,,9.363769,-0.838141,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Kumbungu,,Logshiegu,Community Clinic,,,,9.542598,-0.969686,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Gushiegu,,Dinyogu,Community Clinic,,,,9.932021,-0.279164,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Kamina,Garizegu,Zagyuli,Community Health Care,God Cares Community Hospital,Hospital,Private,9.470885,-0.845183,26524,Northern,Northern,"12",48.4
Northern,Tamale Central,Tamale Central,,Sakasaka,Community Nurses Training School Clinic,,,,9.417222,-0.835504,26524,Northern,Northern,"12",48.4
Northern,Mion,Kpabia,Kpabia,Dabogni,Dabogni Health Centre,Dabogni CHPS,Community Health Planning Services (CHPS) Compound,Government,9.20757,-0.183347,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Dalun,Dalun,Dalun,Dalun Health Centre,Dalun Health Centre,Health Centre,Government,9.630074,-1.009307,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Tamale Central,Tamale Central,Kakpayili,Damba Memorial Clinic,Reverend Tryers Memorial Clinic,Clinic,Private,9.382575,-0.848036,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Wulensi,,Wulensi,Das Medical  Services,,,,8.649429,0.008366,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Lungni,,Apusaya (Nyumkumdo),David Dukurugu,,,,8.535439,0.055906,26524,Northern,Northern,"12",48.4
Northern,Savelugu,Pong Tamale,,Batoyili (Kundanali),Delivery Room,,,,9.684641,-0.972699,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Nyohini,,Nyarizee,Dental Care,,,,9.403328,-0.908854,26524,Northern,Northern,"12",48.4
Northern,Tolon,Kasuliyili,,Kasuliyili,Detention Room,,,,9.546931,-1.115043,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Kamina,,Kanvilli,Diamed Hospital,,,,9.458359,-0.844687,26524,Northern,Northern,"12",48.4
Northern,Savelugu,Diare,Diare,Diare,Diare Health Centre,Diare Health Centre,Health Centre,Government,9.877706,-0.872124,26524,Northern,Northern,"12",48.4
Northern,Tolon,Tolon,Tolon,Dimabi N0.3 Yipala,Dimabi Chps Compound,Dimabi CHPS,Community Health Planning Services (CHPS) Compound,Government,9.415442,-1.082573,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Tolon,,Tolon,District Hospital,,,,9.424982,-1.050897,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Taha,,Gumani,Doctor,,,,9.438973,-0.836584,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Vitting,,Wamale,Doctor Chagu Abounding Clinic Wamale,,,,9.381897,-0.774112,26524,Northern,Northern,"12",48.4
Northern,Tamale Central,Tamale Central,,Dohinaayili,Doctor House,,,,9.392253,-0.831161,26524,Northern,Northern,"12",48.4
Northern,Nanton,Nanton,,Jana,Doctor Tagoe,,,,9.47606,-0.80695,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Katani,,Jinbale,Dodigu Clinic,,,,10.006855,0.06803,26524,Northern,Northern,"12",48.4
Northern,Kpandai,Kpandai,,Kpandai,Dodo Benjamin,,,,8.476836,-0.012594,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Bilpeila,Bilpeila,Zujung,Dohani Clinic,Dohini CHPS,Community Health Planning Services (CHPS) Compound,Government,9.368601,-0.862016,26524,Northern,Northern,"12",48.4
Northern,Tatale,Sanguli,Sanguli,Dondoni,Dondoni Chps Compound,Dondoni CHPS,Community Health Planning Services (CHPS) Compound,Government,9.420995,0.510611,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Bilpeila,,Yong Dakpemyili,Dorcas Mission Clinic,,,,9.339754,-0.812211,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Nyohini,,Nyarizee,Dr Opoku Hospital,,,,9.40399,-0.911251,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Kamina,,Zagyuli,Dr Power Spinal Clinic,,,,9.464156,-0.845596,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Kamina,,Kanvilli,Dr. Anaaba,,,,9.458716,-0.84239,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Nyohini,,Nyarizee,Dr. Opoku Hospital,,,,9.403314,-0.911404,26524,Northern,Northern,"12",48.4
Northern,Kpandai,Salaga South,,Loloto,Dressing  Room,,,,8.365575,-0.403246,26524,Northern,Northern,"12",48.4
Northern,Tamale Central,Tamale Central,,Aboabo,Dukpilani Health Centre,,,,9.401207,-0.836225,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Vitting,,Dunying,Dunying Chps Compound,,,,9.341483,-0.742664,26524,Northern,Northern,"12",48.4
Northern,Kpandai,Kpandai,Kpandai,Kpandai,Ecg Hospital,ECG Hospital,Hospital,Christian Health Association of Ghana (CHAG),8.457839,-0.01267,26524,Northern,Northern,"12",48.4
Northern,Mion,Sang,,Sang,Edmon Hospital,,,,9.416336,-0.285543,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Egambo,Egambo,Egambodo,Egambo Chips Compound,Egambo CHPS,Community Health Planning Services (CHPS) Compound,Government,8.747123,0.263806,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Bilpeila,,Datoyili,Faako Medical Consult,,,,9.34976,-0.913035,26524,Northern,Northern,"12",48.4
Northern,Nanton,Nanton,Nanton,Fazihini,Fazihini Chips Compound,Fazihini CHPS,Community Health Planning Services (CHPS) Compound,Government,9.508262,-0.784124,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Bilpeila,Bilpeila,Foshegu,Foshegu Rural Clinic,Fooshegu CHPS,Community Health Planning Services (CHPS) Compound,Government,9.319743,-0.901503,26524,Northern,Northern,"12",48.4
Northern,Karaga,Sakulo,,Sakulo,Frances  Jabuni,,,,10.043406,-0.330184,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Bimbilla,,Dakpam,Francis Obour,,,,8.752777,-0.058435,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Choggu,Choggu,Choggu Manayili,Fulera Maternity,Fulera Maternity Home,Maternity Home,Private,9.432471,-0.860736,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Vitting,Garizegu,Fuo,Fuo Community Hospital,God Cares Community Hospital,Hospital,Private,9.422709,-0.80769,26524,Northern,Northern,"12",48.4
Northern,Tamale Central,Tamale Central,,Sabon-Gida,G N Bank Building,,,,9.403258,-0.84165,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Galwei,Galwei,Galwei,Galwei Chips Compound,Galwei CHPS,Community Health Planning Services (CHPS) Compound,Government,9.621232,-0.439019,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Bincheratanga,Bincheratanga,Gambuga,Gambuga Health Centre,Gambuga CHPS,Community Health Planning Services (CHPS) Compound,Government,9.099076,0.121769,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Gbungbaliga,Napkpayili,Garekpe,Garekpe Chips,Garikpe CHPS,Community Health Planning Services (CHPS) Compound,Government,8.77859,0.098028,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Nyohini,,Garizee,Garizegu Chips.Ghana Health Service,,,,9.398442,-0.930879,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Taha,,Gbalahi,Gbalahi Clinic,,,,9.429882,-0.796498,26524,Northern,Northern,"12",48.4
Northern,Tamale South,Nyohini,,Nyohini,Gbambaya Chps Compound,,,,9.402076,-0.879974,26524,Northern,Northern,"12",48.4
Northern,Nanumba South,Wulensi,Gbungbaliga CHPS,Gbungbaliga,Gbangbaliga Chps Compound,Gbungbaliga CHPS,Community Health Planning Services (CHPS) Compound,Government,8.666195,0.061873,26524,Northern,Northern,"12",48.4
Northern,Saboba,Gbangbanpong,Gbangbanpong,Gbangbanpong,Gbangbanpong Chps Compound,Gbangbanpong CHPS,Community Health Planning Services (CHPS) Compound,Government,9.850731,0.304439,26524,Northern,Northern,"12",48.4
Northern,Tolon,Kpendua,,Gbarijola,Gbarijola Hospital,,,,9.613454,-1.298187,26524,Northern,Northern,"12",48.4
Northern,Sagnerigu,Vitting,Taha,Grima,Gbirma Chps,Gbrima CHPS,Community Health Planning Services (CHPS) Compound,Government,9.471326,-0.758113,26524,Northern,Northern,"12",48.4
Northern,Yendi,Yendi Central,Adibo,Gbungbaliga,Gbungbalga Chps Compound,Gbungbaliga  CHPS,Community Health Planning Services (CHPS) Compound,Government,9.373712,-0.007466,26524,Northern,Northern,"12",48.4
Northern,Tolon,Tolon,,Gbrimani,Gburimani Chps Compound,,,,9.405291,-1.118104,26524,Northern,Northern,"12",48.4
Northern,Yendi,Yendi Central,,Yendi,General Family Hospital,,,,9.427509,-0.009124,26524,Northern,Northern,"12",48.4
Northern,Saboba,Kpalba,,Kuntuli,Ghana Health Service,,,,9.578332,0.233441,26524,Northern,Northern,"12",48.4
Northern,Saboba,Sambuli,,Kugnani,Ghana Health Services,,,,9.590122,0.353803,26524,Northern,Northern,"12",48.4
Northern,Nanumba North,Bincheratanga,Makayili,Lepusi,Ghana Lepusi Health Service - Chps Compound,Lepusi CHPS,Community Health Planning Services (CHPS) Compound,Government,9.053854,-0.006227,26524,Northern,Northern,"12",48.4
Northern,Kumbungu,Gupanerigu,,Jaajirigu,Gingaani  Chips Compound,,,,9.515932,-0.987868,26524,Northern,Northern,"12",48.4
Northern,Gushiegu,Katani,,Gmancheri,Gmanicheri Chips Compound,,,,10.054774,-0.066321,26524,Northern,Northern,"12",48.4
